Gene	chrom	start	end
INPP4B	4	142949864	143766811
USP38	4	144107395	144141787
GAB1	4	144259201	144394654
SMARCA5	4	144436257	144475975
FREM3	4	144499391	144620472
GYPE	4	144797923	144825788
GYPA	4	145031060	145059881
LOC646576	4	145564882	145566099
HHIP	4	145569151	145659615
ANAPC10	4	145916809	146018922
ABCE1	4	146020934	146049369
OTUD4	4	146054783	146100574
SMAD1	4	146405943	146479191
MMAA	4	146541388	146580694
C4orf51	4	146601671	146653911
ZNF827	4	146683259	146856868
LSM6	4	147098630	147111124
SLC10A7	4	147175808	147442551
POU4F2	4	147560699	147563184
TTC29	4	147628222	147865809
EDNRA	4	148403405	148465986
TMEM184C	4	148539851	148555628
PRMT10	4	148560117	148605211
ARHGAP10	4	148654369	148993529
NR3C2	4	149001825	149360889
DCLK2	4	151001548	151177755
LRBA	4	151186293	151935633
RPS3A	4	152021749	152025340
SH3D19	4	152041801	152147382
PRSS48	4	152199219	152212451
FAM160A1	4	152330655	152583568
PET112L	4	152591971	152681802
FBXW7	4	153242458	153455545
DKFZP434I0714	4	153457708	153459046
TMEM154	4	153547972	153600361
TIGD4	4	153690877	153699589
ARFIP1	4	153702199	153831410
FHDC1	4	153864208	153899660
TRIM2	4	154075943	154260120
MND1	4	154266689	154335359
KIAA0922	4	154388976	154557745
TLR2	4	154606901	154626457
RNF175	4	154635392	154680350
SFRP2	4	154702850	154707056
DCHS2	4	155157246	155412827
PLRG1	4	155456651	155469648
FGB	4	155484203	155493133
FGA	4	155506782	155511344
FGG	4	155525956	155532977
LRAT	4	155667251	155674173
RBM46	4	155704548	155749158
NPY2R	4	156131019	156138047
MAP9	4	156263903	156296889
GUCY1A3	4	156589437	156656814
GUCY1B3	4	156682205	156726297
ACCN5	4	156750995	156787409
TDO2	4	156825013	156841056
CTSO	4	156845406	156874667
PDGFC	4	157685247	157892247
GLRB	4	157998213	158091856
GRIA2	4	158142160	158285078
LOC340017	4	158493848	158496967
FAM198B	4	159045947	159093904
TMEM144	4	159132513	159175865
RXFP1	4	159443119	159573232
C4orf46	4	159588593	159591943
ETFDH	4	159593954	159629442
PPID	4	159631893	159642658
FNIP2	4	159692973	159826822
C4orf45	4	159829060	159956250
RAPGEF2	4	160189268	160279692
FSTL5	4	162305844	163084925
NAF1	4	164048958	164087280
NPY1R	4	164245296	164253680
NPY5R	4	164266851	164271409
TKTL2	4	164392356	164393883
C4orf43	4	164416492	164440450
MARCH1	4	164445824	165302173
TRIM61	4	165876480	165897804
TRIM60	4	165953932	165962767
TMEM192	4	165997674	166031048
KLHL2	4	166129836	166244104
SC4MOL	4	166249959	166263413
CPE	4	166301490	166417386
TLL1	4	166795159	167024989
SPOCK3	4	167656481	168153920
ANXA10	4	169013791	169108828
DDX60	4	169137607	169238514
DDX60L	4	169277863	169400392
PALLD	4	169419365	169847785
CBR4	4	169909356	169929777
SH3RF1	4	170016091	170191669
NEK1	4	170315308	170532961
CLCN3	4	170542030	170641776
C4orf27	4	170652584	170678455
LOC100506085	4	170842282	170894973
MFAP3L	4	170908682	170946305
AADAT	4	170981671	171009584
HSP90AA6P	4	171504817	171525844
GALNTL6	4	172735352	173959943
GALNT7	4	174092506	174243875
HMGB2	4	174253742	174253801
SAP30	4	174292768	174297658
SCRG1	4	174309468	174320600
HAND2	4	174449344	174449403
NBLA00301	4	174451601	174461922
FBXO8	4	175160302	175204907
KIAA1712	4	175206523	175253485
HPGD	4	175411550	175442486
GLRA3	4	175564227	175750228
ADAM29	4	175841294	175898575
GPM6A	4	176555112	176922128
WDR17	4	176987754	177102327
SPATA4	4	177105923	177115841
ASB5	4	177135324	177190235
SPCS3	4	177242181	177252075
VEGFC	4	177605006	177711798
NEIL3	4	178233014	178283866
AGA	4	178352390	178362058
LOC285501	4	178650186	178908760
NCRNA00290	4	181985684	182080239
MGC45800	4	183060607	183064756
ODZ3	4	183245522	183721713
DCTD	4	183812389	183836772
FAM92A3	4	183960540	183960599
C4orf38	4	184018370	184019985
WWC2	4	184022442	184240604
CDKN2AIP	4	184366972	184368444
LOC389247	4	184416247	184424883
ING2	4	184428132	184432129
RWDD4	4	184562655	184579711
C4orf41	4	184580886	184634472
STOX2	4	184827703	184938735
ENPP6	4	185009999	185138784
IRF2	4	185309014	185395650
CASP3	4	185549936	185569840
CCDC111	4	185572487	185615678
MLF1IP	4	185618755	185651723
ACSL1	4	185677438	185746280
LOC731424	4	185764891	185766975
HELT	4	185940515	185940567
SLC25A4	4	186065400	186071558
KIAA1430	4	186082771	186124025
SNX25	4	186132514	186284539
LRP2BP	4	186285613	186299074
ANKRD37	4	186318959	186320227
UFSP2	4	186321859	186345095
C4orf47	4	186352385	186368845
CCDC110	4	186371325	186391335
PDLIM3	4	186422702	186454659
SORBS2	4	186508127	186876195
TLR3	4	186992426	187004719
FAM149A	4	187067301	187093305
CYP4V2	4	187114557	187133082
KLKB1	4	187150448	187179644
F11	4	187188253	187209940
LOC285441	4	187212474	187421387
MTNR1A	4	187455701	187475592
FAT1	4	187509324	187642909
ZFP42	4	188917322	188925170
TRIML2	4	189012426	189026105
TRIML1	4	189062142	189067948
LOC401164	4	189379322	189522161
HSP90AA4P	4	190394430	190395927
FRG1	4	190874457	190880440
PLEKHG4B	5	141378	187738
LRRC14B	5	192777	195385
CCDC127	5	206764	218047
SDHA	5	220153	251035
PDCD6	5	274308	314969
AHRR	5	316593	438093
C5orf55	5	441970	442029
EXOC3	5	444595	466659
LOC25845	5	472008	472067
SLC9A3	5	475214	523871
CEP72	5	618019	651776
TPPP	5	660379	684880
ZDHHC11	5	817657	820424
BRD9	5	865126	892267
TRIP13	5	893671	917592
NKD2	5	1010521	1038806
SLC12A7	5	1050550	1110661
SLC6A19	5	1202902	1223389
SLC6A18	5	1226641	1243795
TERT	5	1255279	1293254
CLPTM1L	5	1318400	1344104
SLC6A3	5	1394167	1444210
LPCAT1	5	1461521	1522937
SDHAP3	5	1592595	1592654
LOC728613	5	1601613	1606638
MRPL36	5	1799098	1799145
NDUFS6	5	1802420	1815879
IRX4	5	1879405	1879462
IRX2	5	2746963	2750162
C5orf38	5	2752701	2754445
LOC285577	5	3419982	3534216
IRX1	5	3597876	3601272
LOC340094	5	5035991	5069281
ADAMTS16	5	5141513	5319964
KIAA0947	5	5423955	5490122
FLJ33360	5	6311997	6336128
MED10	5	6372750	6377265
UBE2QL1	5	6449889	6494804
LOC255167	5	6584299	6587362
NSUN2	5	6601313	6632269
SRD5A1	5	6634958	6669643
PAPD7	5	6714941	6756906
ADCY2	5	7397287	7829833
C5orf49	5	7833218	7849507
FASTKD3	5	7860684	7867935
MTRR	5	7871026	7900374
SEMA5A	5	9035365	9543038
TAS2R1	5	9630339	9630398
LOC285692	5	9642638	9899928
FAM173B	5	10227131	10248878
CCT5	5	10251639	10266466
CMBL	5	10277773	10306856
MARCH6	5	10354687	10435064
ROPN1L	5	10442554	10464853
ANKRD33B	5	10566464	10654803
DAP	5	10680763	10760291
CTNND2	5	10972730	11903521
TAG	5	12575667	12804361
DNAH5	5	13690522	13944218
TRIO	5	14145404	14509112
FAM105A	5	14583801	14615857
FAM105B	5	14666864	14699361
ANKH	5	14706251	14871031
FBXL7	5	15501891	15939899
MARCH11	5	16068011	16177896
ZNF622	5	16451599	16465468
FAM134B	5	16474196	16615644
MYO10	5	16662351	16935073
LOC285696	5	17131601	17215536
BASP1	5	17218459	17276693
LOC401177	5	17380677	17380736
CDH18	5	19474906	19987593
GUSBP1	5	21523952	21586987
CDH12	5	21751352	22853652
PRDM9	5	23508113	23528191
CDH10	5	24487266	24644804
LOC340107	5	24835567	24840515
CDH9	5	26881088	27038025
CDH6	5	31197143	31324930
DROSHA	5	31401396	31531715
C5orf22	5	31534217	31554047
PDZD2	5	31800105	32110793
GOLPH3	5	32124959	32173350
MTMR12	5	32228560	32311461
ZFR	5	32356024	32443295
SUB1	5	32586910	32602847
NPR3	5	32711543	32791660
LOC340113	5	32950591	32961844
TARS	5	33442042	33468109
ADAMTS12	5	33527440	33891680
RXFP3	5	33936788	33938669
SLC45A2	5	33945569	33984222
AMACR	5	33988166	34006680
C1QTNF3-AMACR	5	34008651	34124078
RAI14	5	34658275	34832003
TTC23L	5	34839678	34899191
RAD1	5	34905712	34913989
BRIX1	5	34917273	34925559
DNAJC21	5	34930446	34958028
AGXT2	5	34998853	35047828
PRLR	5	35049017	35229459
SPEF2	5	35619290	35814722
IL7R	5	35857126	35875632
CAPSL	5	35904496	35937686
UGT3A1	5	35953937	35992909
UGT3A2	5	36036205	36066610
LMBRD2	5	36103585	36151416
SKP2	5	36152408	36181907
C5orf33	5	36195203	36239226
RANBP3L	5	36249649	36301900
SLC1A3	5	36606786	36687865
NIPBL	5	36878750	37064597
C5orf42	5	37106626	37248968
NUP155	5	37292092	37370080
WDR70	5	37381425	37751773
GDNF	5	37812925	37838187
EGFLAM	5	38260290	38464482
LIFR	5	38475289	38594140
OSMR	5	38847301	38934316
RICTOR	5	38939108	39073693
FYB	5	39106845	39219092
C9	5	39285070	39364299
DAB2	5	39372953	39424431
PTGER4	5	40680300	40693760
TTC33	5	40712200	40754820
PRKAA1	5	40759604	40797148
LOC100506548	5	40826539	40828425
RPL37	5	40831927	40833824
CARD6	5	40841532	40854116
C7	5	40909672	40982231
HEATR7B2	5	40998772	41071373
C6	5	41142569	41261233
PLCXD3	5	41308606	41510084
OXCT1	5	41730268	41868045
C5orf51	5	41905264	41921212
FBXO4	5	41926102	41941604
GHR	5	42424429	42720998
CCDC152	5	42757814	42802343
SEPP1	5	42804840	42811390
LOC648987	5	43015790	43017948
LOC153684	5	43043320	43044812
LOC100132356	5	43067036	43067088
ZNF131	5	43123548	43174556
MGC42105	5	43194621	43280973
HMGCS1	5	43290009	43312282
CCL28	5	43381942	43412276
C5orf28	5	43445589	43483294
C5orf34	5	43487080	43514197
PAIP1	5	43528564	43556238
NNT	5	43604444	43704937
FGF10	5	44305462	44387147
MRPS30	5	44810034	44814549
HCN1	5	45260072	45694196
EMB	5	49693341	49735510
PARP8	5	49962633	50141368
ISL1	5	50679222	50690001
PELO	5	52086672	52098285
ITGA1	5	52100285	52248788
ITGA2	5	52286038	52386753
MOCS2	5	52394446	52404268
LOC257396	5	52407762	52410812
FST	5	52778311	52780692
NDUFS4	5	52857000	52979091
ARL15	5	53180594	53605450
HSPB3	5	53751424	53752188
SNX18	5	53816218	53840871
ESM1	5	54274998	54280472
GZMK	5	54321905	54329146
GZMA	5	54398633	54405993
CDC20B	5	54410795	54468927
LOC345643	5	54518317	54521122
CCNO	5	54526962	54528522
DHX29	5	54552077	54601864
SKIV2L2	5	54605025	54720726
PPAP2A	5	54723432	54829996
SLC38A9	5	54922296	55006394
DDX4	5	55034915	55111289
IL31RA	5	55147893	55212923
IL6ST	5	55231118	55289823
ANKRD55	5	55396678	55527825
MAP3K1	5	56113256	56191757
C5orf35	5	56205534	56219956
MIER3	5	56223292	56246361
GPBP1	5	56471611	56560425
ACTBL2	5	56777373	56777432
PLK2	5	57749792	57753040
GAPT	5	57788339	57791485
RAB3C	5	57880034	58147307
PDE4D	5	58267314	59781407
PART1	5	59783994	59841411
DEPDC1B	5	59895008	59995202
ELOVL7	5	60048003	60138307
ERCC8	5	60169681	60238748
NDUFAF2	5	60241257	60447816
C5orf43	5	60454284	60457242
ZSWIM6	5	60630256	60841603
FLJ37543	5	60933965	61002329
KIF2A	5	61602311	61681799
DIMT1L	5	61686182	61699214
IPO11	5	61709724	61924445
HTR1A	5	63256289	63256990
RNF180	5	63462871	63667508
RGS7BP	5	63802749	63907079
FAM159B	5	63987721	64010959
SREK1IP1	5	64014271	64064030
CWC27	5	64065694	64314057
ADAMTS6	5	64444668	64776648
CENPK	5	64814380	64857566
PPWD1	5	64859771	64883352
TRIM23	5	64885568	64918559
C5orf44	5	64920675	64960494
SGTB	5	64963337	65015661
NLN	5	65018513	65124870
ERBB2IP	5	65224169	65376762
SREK1	5	65442405	65475078
MAST4	5	65894760	66464600
CD180	5	66479512	66492404
PIK3R1	5	67522526	67596085
SLC30A5	5	68390820	68425519
CCNB1	5	68464185	68473116
CENPH	5	68488012	68504147
MRPS36	5	68514613	68524251
CDK7	5	68531255	68572535
CCDC125	5	68577507	68616099
TAF9	5	68648092	68664655
RAD17	5	68666858	68709847
MARVELD2	5	68711926	68737417
OCLN	5	68789933	68849653
NAIP	5	70308101	70309855
BDP1	5	70752898	70863450
MCCC2	5	70884125	70952711
CARTPT	5	71015974	71016655
MAP1B	5	71405684	71505275
MRPS27	5	71515674	71615202
PTCD2	5	71616976	71655033
ZNF366	5	71739588	71802892
TNPO1	5	72113558	72208877
FCHO2	5	72252537	72384756
TMEM171	5	72417501	72427454
TMEM174	5	72469596	72470676
FOXD1	5	72742059	72742476
BTF3	5	72795082	72799538
ANKRA2	5	72848294	72860223
UTP15	5	72862353	72877721
RGNEF	5	72922693	73237181
ENC1	5	73924114	73934358
HEXB	5	73982637	74016384
GFM2	5	74017498	74061047
NSA2	5	74063809	74071611
FAM169A	5	74074229	74159829
GCNT4	5	74325023	74325082
ANKRD31	5	74365145	74532121
HMGCR	5	74633995	74656958
COL4A3BP	5	74669420	74806334
POLK	5	74808037	74893776
POC5	5	74971179	75012522
SV2C	5	75379855	75620231
IQGAP2	5	75700901	76003175
NCRUPAR	5	76008031	76008090
F2R	5	76013508	76031004
F2RL1	5	76116577	76129733
S100Z	5	76145970	76213172
CRHBP	5	76248971	76265318
AGGF1	5	76329022	76359467
ZBED3	5	76374379	76381794
LOC728723	5	76383209	76440837
PDE8B	5	76509193	76722357
WDR41	5	76728089	76787468
OTP	5	76924985	76934298
TBCA	5	76989053	77069773
AP3B1	5	77298498	77589334
SCAMP1	5	77658239	77774879
LHFPL2	5	77782226	77942680
ARSB	5	78074186	78280105
DMGDH	5	78293831	78365235
BHMT2	5	78366494	78384180
BHMT	5	78408383	78427922
JMY	5	78532549	78621486
HOMER1	5	78671747	78808902
PAPD4	5	78909405	78981475
CMYA5	5	78986302	79095214
MTX3	5	79272775	79286531
THBS4	5	79332486	79379126
SERINC5	5	79409815	79551037
LOC644936	5	79595968	79596018
SPZ1	5	79615964	79616014
ZFYVE16	5	79705130	79775130
FAM151B	5	79784472	79837634
ANKRD34B	5	79853676	79863876
DHFR	5	79925494	79948906
MSH3	5	79951089	80171905
RASGRF2	5	80257687	80521929
RNU5E	5	80525207	80746491
SSBP2	5	80748012	81044880
ATG10	5	81268437	81550482
RPS23	5	81570282	81573741
ATP6AP1L	5	81601289	81612728
TMEM167A	5	82350195	82372914
XRCC4	5	82374353	82648985
VCAN	5	82767968	82876701
HAPLN1	5	82934570	83016647
EDIL3	5	83238932	83680342
COX7C	5	85915315	85915904
RASA1	5	86565018	86686695
CCNH	5	86690360	86708290
TMEM161B	5	87493549	87564107
LOC645323	5	87840947	87979981
MEF2C	5	88016214	88198908
CETN3	5	89689882	89704862
MBLAC2	5	89755005	89770084
POLR3G	5	89771918	89809489
LYSMD3	5	89811745	89824548
GPR98	5	89855410	90459569
ARRDC3	5	90665019	90678381
LOC100129716	5	90679639	90715221
FLJ42709	5	92747303	92916861
NR2F1	5	92920259	92929225
FAM172A	5	92953716	93446347
KIAA0825	5	93489612	93953135
ANKRD32	5	93957228	94030095
MCTP1	5	94043197	94618547
FAM81B	5	94729419	94786080
TTC37	5	94800050	94889185
ARSK	5	94891352	94939222
RFESD	5	94983977	94991333
SPATA9	5	94994225	95018271
RHOBTB3	5	95068901	95131702
GLRX	5	95149610	95157759
C5orf27	5	95188548	95195054
ELL2	5	95222341	95296180
PCSK1	5	95726123	95767405
CAST	5	96000635	96110300
ERAP1	5	96112810	96148571
ERAP2	5	96212200	96255053
LNPEP	5	96271360	96364585
LIX1	5	96427787	96477465
RIOK2	5	96496567	96517803
RGMB	5	98106762	98131072
CHD1	5	98191915	98262081
LOC100289230	5	98266637	98266696
FAM174A	5	99874795	99921985
ST8SIA4	5	100143745	100238624
SLCO4C1	5	101572563	101631029
SLCO6A1	5	101707763	101834242
PAM	5	102202950	102364978
GIN1	5	102422208	102455295
PPIP5K2	5	102466562	102537286
C5orf30	5	102596094	102614162
NUDT12	5	102884725	102897908
EFNA5	5	106713977	107006464
FBXL17	5	107194812	107715151
FER	5	108083526	108523238
PJA2	5	108671720	108744575
MAN2A1	5	109026103	109202623
LOC100289673	5	109219005	109219064
TMEM232	5	109755503	110061331
SLC25A46	5	110076238	110098147
TSLP	5	110409155	110412554
WDR36	5	110429577	110464617
CAMK4	5	110561836	110820416
STARD4	5	110836661	110847555
C5orf13	5	111067210	111312413
NCRNA00219	5	111496210	111497493
EPB41L4A	5	111499271	111754473
FLJ11235	5	111756589	111756647
APC	5	112044956	112179099
SRP19	5	112197427	112227391
REEP5	5	112230210	112255603
DCP2	5	112313587	112355713
MCC	5	112359020	112822995
YTHDC2	5	112850613	112929727
KCNN2	5	113700181	113832057
TRIM36	5	114460846	114513295
PGGT1B	5	114549931	114597542
CCDC112	5	114603392	114631016
FEM1C	5	114856595	114879455
TICAM2	5	114914904	114935193
TMED7-TICAM2	5	114938592	114961157
CDO1	5	115140845	115152274
ATG12	5	115165392	115176939
AP3S1	5	115179537	115248813
AQPEP	5	115300836	115363052
LOC644100	5	115388580	115394702
COMMD10	5	115421499	115628528
SEMA6A	5	115780065	115910223
DTWD2	5	118173859	118322960
DMXL1	5	118407662	118583101
TNFAIP8	5	118605015	118728406
HSD17B4	5	118789673	118877334
FAM170A	5	118967204	118969679
PRR16	5	119800248	120022550
FTMT	5	121188438	121188497
SRFBP1	5	121298513	121362845
LOX	5	121400496	121412337
ZNF474	5	121465796	121489155
LOC728460	5	121498443	121517781
SNCAIP	5	121649716	121799302
SNX2	5	122112605	122165645
SNX24	5	122182243	122342762
PPIC	5	122359115	122371025
PRDM6	5	122427356	122522944
CEP120	5	122681858	122758204
CSNK1G3	5	122848847	122951420
ZNF608	5	123972867	124079675
GRAMD3	5	125701139	125829518
ALDH7A1	5	125877636	125930541
PHAX	5	125939102	125962885
C5orf48	5	125967450	125970543
LMNB1	5	126114663	126172378
MARCH3	5	126204228	126365161
FLJ44606	5	126379075	126405907
MEGF10	5	126626967	126794806
PRRC1	5	126854562	126890774
CTXN3	5	126985388	126993828
FLJ33630	5	127357238	127418224
SLC12A2	5	127421824	127523954
FBN2	5	127594107	127873679
SLC27A6	5	128302038	128369265
ISOC1	5	128431344	128449444
ADAMTS19	5	128796515	129073098
CHSY3	5	129242278	129521209
HINT1	5	130495412	130499994
LYRM7	5	130507437	130540831
CDC42SE2	5	130600825	130728922
RAPGEF6	5	130761723	130969670
FNIP1	5	130977930	131131862
ACSL6	5	131286898	131346373
IL3	5	131396492	131398923
CSF2	5	131409757	131411489
P4HA2	5	131528360	131562993
PDLIM4	5	131594021	131608957
SLC22A4	5	131630253	131679526
LOC553103	5	131681150	131704927
SLC22A5	5	131708302	131730469
C5orf56	5	131747731	131797181
IRF1	5	131818832	131825125
IL5	5	131878042	131878101
RAD50	5	131893048	131979880
IL13	5	131995938	131996807
IL4	5	132009589	132015430
KIF3A	5	132028952	132069988
CCNI2	5	132084581	132089873
SEPT8	5	132092092	132111782
ANKRD43	5	132151895	132152491
SHROOM1	5	132158394	132164490
GDF9	5	132197917	132199656
UQCRQ	5	132203342	132203401
LEAP2	5	132209604	132209659
AFF4	5	132212749	132298134
ZCCHC10	5	132335226	132360879
HSPA4	5	132389713	132440323
FSTL4	5	132532907	132945819
C5orf15	5	133291513	133303293
VDAC1	5	133308877	133339656
TCF7	5	133453046	133483807
SKP1	5	133493559	133510994
PPP2CA	5	133533577	133560322
CDKL3	5	133635026	133702127
UBE2B	5	133706941	133725914
CDKN2AIPNL	5	133738867	133746561
PHF15	5	133864108	133918287
SAR1B	5	133937183	133966989
SEC24A	5	133985703	134063562
CAMLG	5	134077274	134087365
DDX46	5	134094993	134164933
C5orf24	5	134183309	134195383
TXNDC15	5	134210985	134236444
PCBD2	5	134241425	134297424
CATSPER3	5	134305115	134345378
PITX1	5	134365423	134368545
LOC340073	5	134575337	134582955
H2AFY	5	134670438	134733371
C5orf20	5	134779895	134782949
TIFAB	5	134784719	134788108
NEUROG1	5	134870642	134870691
CXCL14	5	134906783	134914795
LOC340074	5	134984410	134989537
SLC25A48	5	135171395	135223639
IL9	5	135228517	135229784
FBXL21	5	135266553	135276225
LECT2	5	135283100	135290286
TGFBI	5	135366675	135399016
SMAD5OS	5	135466153	135469842
SMAD5	5	135471080	135517048
TRPC7	5	135550004	135698946
SPOCK1	5	136311105	136833482
KLHL3	5	136954662	137071473
HNRNPA0	5	137088388	137088447
NPY6R	5	137137742	137144890
MYOT	5	137206317	137221807
PKD2L2	5	137226172	137274646
FAM13B	5	137277549	137366947
LOC100130172	5	137370511	137372339
WNT8A	5	137419904	137425323
NME5	5	137451112	137473823
BRD8	5	137476324	137513480
KIF20A	5	137515583	137522640
CDC23	5	137523887	137548943
GFRA3	5	137588042	137609021
CDC25C	5	137622876	137666721
FAM53C	5	137675121	137682382
KDM3B	5	137689912	137772727
REEP2	5	137776750	137782682
EGR1	5	137802435	137804093
ETF1	5	137844658	137875920
HSPA9	5	137892541	137910310
CTNNA1	5	138090194	138270723
SIL1	5	138282650	138533528
SNHG4	5	138611052	138617861
MATR3	5	138618964	138667307
PAIP2	5	138677848	138704563
SLC23A1	5	138705654	138719061
MZB1	5	138724239	138724920
LOC389333	5	138728697	138728742
SPATA24	5	138732942	138739060
DNAJC18	5	138747414	138774230
ECSCR	5	138784246	138841770
TMEM173	5	138856058	138862321
UBE2D2	5	138941947	139007520
CXXC5	5	139028747	139061262
PSD2	5	139176024	139223557
NRG2	5	139227175	139421232
PURA	5	139495012	139498362
C5orf53	5	139506291	139506350
C5orf32	5	139555650	139623337
PFDN1	5	139626253	139681734
HBEGF	5	139713291	139725156
SLC4A9	5	139741504	139754748
ANKHD1	5	139782334	139919180
ANKHD1-EIF4EBP3	5	139920286	139928328
SRA1	5	139929679	139935868
APBB3	5	139937996	139942510
SLC35A4	5	139945204	139947960
CD14	5	140011315	140011368
TMCO6	5	140021646	140024169
NDUFA2	5	140026639	140026698
IK	5	140028178	140042091
WDR55	5	140044788	140050293
DND1	5	140051892	140051951
HARS	5	140053669	140070480
HARS2	5	140071924	140078803
ZMAT2	5	140081745	140085772
PCDHA1	5	140166702	140391373
PCDHB1	5	140431903	140431955
PCDHB2	5	140474771	140474830
PCDHB3	5	140481135	140482995
PCDHB4	5	140502414	140504012
PCDHB5	5	140514837	140517488
PCDHB6	5	140530238	140532796
PCDHB17	5	140536421	140536480
PCDHB7	5	140553272	140555695
PCDHB8	5	140558482	140558541
PCDHB16	5	140560994	140564689
PCDHB9	5	140568025	140570490
PCDHB10	5	140573268	140574806
PCDHB11	5	140580412	140582555
PCDHB12	5	140589370	140591202
PCDHB13	5	140594552	140594611
PCDHB14	5	140603256	140603311
PCDHB18	5	140616860	140616919
PCDHB19P	5	140620275	140622406
PCDHB15	5	140626146	140627824
SLC25A2	5	140682380	140682439
TAF7	5	140698320	140699278
PCDHGA1	5	140711111	140892518
DIAPH1	5	140895215	140997430
HDAC3	5	141001034	141014898
RELL2	5	141018732	141020084
FCHSD1	5	141021445	141028917
ARAP3	5	141032958	141061256
PCDH1	5	141232893	141257023
KIAA0141	5	141303872	141321330
PCDH12	5	141324515	141338170
RNF14	5	141348258	141369627
GNPDA1	5	141380573	141392037
NDFIP1	5	141489807	141533709
SPRY4	5	141690138	141703484
FGF1	5	141973152	142075776
ARHGAP26	5	142151297	142607516
NR3C1	5	142658561	142814511
HMHB1	5	143194670	143199489
YIPF5	5	143537801	143549517
KCTD16	5	143551464	143855056
PRELID2	5	145140104	145212942
GRXCR2	5	145239710	145252048
SH3RF2	5	145317477	145442709
PLAC8L1	5	145464440	145483793
LARS	5	145492927	145559525
RBM27	5	145583740	145668354
POU4F3	5	145719029	145719084
TCERG1	5	145829257	145890807
GPR151	5	145894932	145894991
